ammenity,location,name,price,type,view,Column1,Cleaned_name,Number of Ammenity
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Private Bathroom, 24 hours security, Swimming Pools, Gymnasium Facility, Playground, Covered car park",Johor Bahru,"Master Room at Nusa Heights, Iskandar Puteri",RM 700.00,Master Room,353,Views,Master Room at Nusa Heights Iskandar Puteri,10
"Air-Conditioning, Wifi / Internet Access, Cooking Allowed, Near Bus stop",Kuala Lumpur,Rm 500 Only  . Newly Refurbished Unit for rent,RM 500.00,Middle Room,432,Views,Rm 500 Only  . Newly Refurbished Unit for rent,4
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Share Bathroom, Near Bus stop, Mini Market",Kuala Lumpur,"FULLY furnish ZERO deposite, ready can MOVE in anytime",RM 700.00,Single Room,216,Views,FULLY furnish ZERO deposite ready can MOVE in anytime,6
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Near KTM, Playground",Malaysia,"Middle Room at Kepong, Kuala Lumpur",RM 430.00,Middle Room,336,Views,Middle Room at Kepong Kuala Lumpur,6
"Washing Machine, Wifi / Internet Access, Near Bus stop, 24 hours security, Swimming Pools, Gymnasium Facility, Multi-purpose hall, Playground, Covered car park",Selangor,NEW CONDO 🟠 Master Room at Union Suites Bandar Sunway,"RM 1,550.00",Master Room,365,Views,NEW CONDO  Master Room at Union Suites Bandar Sunway,9
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Near Bus stop, 24 hours security, Swimming Pools, Gymnasium Facility, Multi-purpose hall, Playground, Covered car park, Mini Market",Selangor,"𝐂𝐨𝐧𝐝𝐨 𝐑𝐨𝐨𝐦 𝐅𝐨𝐫 𝐑𝐞𝐧𝐭 at Union Suites, Bandar Sunway","RM 1,350.00",Middle Room,261,Views,    at Union Suites Bandar Sunway,11
"Air-Conditioning, Wifi / Internet Access, Near LRT, Near Bus stop",Selangor,Female Unit Only 🌈 Can be Walking distance LRT IOI Puchong Jaya,RM 550.00,Middle Room,148,Views,Female Unit Only  Can be Walking distance LRT IOI Puchong Jaya,4
"Washing Machine, Wifi / Internet Access, Share Bathroom, Swimming Pools, Gymnasium Facility, Playground, Covered car park",Selangor,"LOW Deposit ⛳ Middle Room at i-Residence, Shah Alam","RM 1,000.00",Middle Room,280,Views,LOW Deposit  Middle Room at iResidence Shah Alam,7
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, 24 hours security, Swimming Pools, Gymnasium Facility, Multi-purpose hall, Playground, Surau, Mini Market",Selangor,IBILIK PREFERRED | ZERO DEPOSIT!!! Utropolis (Suites) Glenmarie FULLY FURNISHED ROOM,RM 600.00,Middle Room,181,Views,IBILIK PREFERRED  ZERO DEPOSIT Utropolis Suites Glenmarie FULLY FURNISHED ROOM,12
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, 24 hours security, Covered car park, Mini Market",Kuala Lumpur,"Queen bedroom at Riverville Residences, Old Klang Road",RM 790.00,Middle Room,114,Views,Queen bedroom at Riverville Residences Old Klang Road,8
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Share Bathroom, 24 hours security, Swimming Pools, Gymnasium Facility",Selangor,"Female Unit ONLY - Room for Rent : Zero Deposit, Suriamas Condominium, Fully Furnish, Nearby Sunway Pyramid, Subang Jaya",RM 750.00,Middle Room,178,Views,Female Unit ONLY  Room for Rent  Zero Deposit Suriamas Condominium Fully Furnish Nearby Sunway Pyramid Subang Jaya,7
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, 24 hours security, Covered car park, Mini Market",Kuala Lumpur,"Queen bedroom at Riverville Residences, Old Klang Road",RM 790.00,Middle Room,95,Views,Queen bedroom at Riverville Residences Old Klang Road,8
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, 24 hours security, Covered car park, Mini Market",Selangor,"Single Room at Utropolis suites @ Glenmarie, Shah Alam",RM 600.00,Single Room,208,Views,Single Room at Utropolis suites  Glenmarie Shah Alam,8
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Private Bathroom, Swimming Pools, Gymnasium Facility",Selangor,💯ibilikPreffered ZERO DEPOSIT Glenmarie Studio at Urbano Ultropolis💯,"RM 1,100.00",Studio,23,Views,ibilikPreffered ZERO DEPOSIT Glenmarie Studio at Urbano Ultropolis,6
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, Private Bathroom, Near LRT, Near Train, Near Bus stop, 24 hours security, Swimming Pools, Gymnasium Facility, Multi-purpose hall, Mini Market",Kuala Lumpur,ZERO DEPOSIT🔥RIVERVILLE CONDO🏠QUEEN ROOM,RM 790.00,Middle Room,95,Views,ZERO DEPOSITRIVERVILLE CONDOQUEEN ROOM,14
"Washing Machine, Wifi / Internet Access, Share Bathroom, Near LRT, Near Train, Near Bus stop, 24 hours security, Mini Market",Petaling Jaya,ZERO DEPOSIT🔥ARA DAMANSARA🏠SINGLE ROOM,RM 430.00,Single Room,52,Views,ZERO DEPOSITARA DAMANSARASINGLE ROOM,8
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Private Bathroom, Near KTM, Near Train, Near Bus stop, 24 hours security, Swimming Pools, Gymnasium Facility, Playground, Mini Market",Kuala Lumpur,ZERO Deposit🌈TWIN ROOM🌈RIVERVILLE RESIDENCE,RM 790.00,Middle Room,99,Views,ZERO DepositTWIN ROOMRIVERVILLE RESIDENCE,13
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Share Bathroom, Near MRT, Mini Market",Selangor,IBILIK PREFERRED | ZERO DEPOSIT Room @ MRT ARA DAMANSARA,RM 350.00,Single Room,499,Views,IBILIK PREFERRED  ZERO DEPOSIT Room  MRT ARA DAMANSARA,6
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, 24 hours security, Swimming Pools, Gymnasium Facility, OKU Friendly, Multi-purpose hall, Playground, Covered car park, Surau, Mini Market",Selangor,Fully Furnished Cozy Small Room For Rent In Pacific Place Ara Damansara,RM 535.00,Single Room,167,Views,Fully Furnished Cozy Small Room For Rent In Pacific Place Ara Damansara,14
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, TV, Private Bathroom, Near KTM, Near Train, Near Bus stop, 24 hours security, Swimming Pools, Gymnasium Facility, Multi-purpose hall, Covered car park, Mini Market",Petaling Jaya,"Master Room at SuriaMas, Bandar Sunway",RM 800.00,Master Room,1,Views,Master Room at SuriaMas Bandar Sunway,15
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, Private Bathroom, Near Bus stop, Playground, Covered car park, Mini Market",Selangor,🎉🎉Second Month With RM1 Rental Fees In Bukit Raja🎉🎉,RM 530.00,Middle Room,204,Views,Second Month With RM1 Rental Fees In Bukit Raja,10
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, Near MRT, Near Bus stop",Petaling Jaya,"No Deposit~ Middle Room at BU2, Bandar Utama Near MRT Station, Shopping Mall",RM 550.00,Middle Room,96,Views,No Deposit Middle Room at BU2 Bandar Utama Near MRT Station Shopping Mall,7
"Air-Conditioning, Wifi / Internet Access, Private Bathroom",Selangor,"Middle Room at Damansara Jaya, Petaling Jaya",RM 720.00,Middle Room,13,Views,Middle Room at Damansara Jaya Petaling Jaya,3
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, TV, Share Bathroom, Near KTM, Near Bus stop, 24 hours security, Swimming Pools, Gymnasium Facility, OKU Friendly, Multi-purpose hall, Playground, Surau, Mini Market",Kuala Lumpur,"Middle Room at Changkat View, Dutamas",RM 800.00,Middle Room,130,Views,Middle Room at Changkat View Dutamas,16
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, Near LRT, Near Train, Near Bus stop, Mini Market",Selangor,🎒Saito University & MIB College - New Renovation Female Room For RENT🎒,RM 500.00,Single Room,98,Views,Saito University  MIB College  New Renovation Female Room For RENT,9
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, Near MRT, Near Bus stop, 24 hours security, Swimming Pools, Gymnasium Facility, Multi-purpose hall, Playground, Covered car park, Mini Market",Petaling Jaya,"[FEMALE UNIT] - NON-PARTITION  Middle Room at Casa Residenza, Kota Damansara",RM 650.00,Middle Room,196,Views,FEMALE UNIT  NONPARTITION  Middle Room at Casa Residenza Kota Damansara,14
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Near LRT, Near Train, Near Bus stop, Mini Market",Malaysia,💓FEMALE UNIT💓HIGH SPEED WIFI🏡Cosy Room Located at PUCHONG🏡,RM 550.00,Single Room,66,Views,FEMALE UNITHIGH SPEED WIFICosy Room Located at PUCHONG,7
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, 24 hours security, Mini Market",Selangor,"Middle Room at Utropolis suites @ Glenmarie, Shah Alam",RM 850.00,Middle Room,145,Views,Middle Room at Utropolis suites  Glenmarie Shah Alam,7
"Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, Private Bathroom, Near LRT, Near Train, Near Bus stop, 24 hours security, Swimming Pools, Gymnasium Facility, Multi-purpose hall, Mini Market",Kuala Lumpur,ZERO DEPOSIT🔥RIVERVILLE CONDO🏠QUEEN ROOM,RM 990.00,Middle Room,89,Views,ZERO DEPOSITRIVERVILLE CONDOQUEEN ROOM,13
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, Playground, Covered car park",Selangor,"Zero Deposit 🤩 Private Single Room 5 mins walking distance to Damansara Intan, Petaling Jaya/ ss2/ Damansara Jaya",RM 500.00,Single Room,68,Views,Zero Deposit  Private Single Room 5 mins walking distance to Damansara Intan Petaling Jaya ss2 Damansara Jaya,7
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Private Bathroom, 24 hours security, Swimming Pools, Gymnasium Facility, Multi-purpose hall, Playground, Surau, Mini Market",Selangor,IBILIK PREFERRED|ZERO DEPOSIT!!! Studio @Utropolis (Urbano) Glenmarie FULLY FURNISHED ROOM,"RM 1,100.00",Studio,94,Views,IBILIK PREFERREDZERO DEPOSIT Studio Utropolis Urbano Glenmarie FULLY FURNISHED ROOM,12
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, Near LRT, Near Train, Near Bus stop, 24 hours security, Mini Market",Petaling Jaya,ZERO DEPOSIT🔥SURIAMAS🏠QUEEN/SINGLE BED,RM 700.00,Middle Room,105,Views,ZERO DEPOSITSURIAMASQUEENSINGLE BED,10
"Washing Machine, Wifi / Internet Access, Near MRT, Near Bus stop, Swimming Pools, Gymnasium Facility",Petaling Jaya,"Middle Room for Rent at Palm Spring, Kota Damansara",RM 550.00,Middle Room,56,Views,Middle Room for Rent at Palm Spring Kota Damansara,6
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, Near KTM, Near Bus stop, 24 hours security, Swimming Pools, Gymnasium Facility, Playground, Mini Market",Kuala Lumpur,ZERO Deposit🌈TWIN ROOM🌈RIVERVILLE RESIDENCE,RM 850.00,Middle Room,81,Views,ZERO DepositTWIN ROOMRIVERVILLE RESIDENCE,12
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, Near LRT, Near Train, Near Bus stop, 24 hours security, Mini Market",Petaling Jaya,ZERO DEPOSIT🔥SURIAMAS🏠QUEEN/SINGLE BED,RM 580.00,Middle Room,103,Views,ZERO DEPOSITSURIAMASQUEENSINGLE BED,10
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, Near KTM, Near Train, Near Bus stop, 24 hours security, Swimming Pools, Gymnasium Facility, OKU Friendly, Multi-purpose hall, Playground, Covered car park, Surau, Mini Market",Malaysia,"🔥NEW Condo Room👍🔥 Queen Room at Astetica, Seri Kembangan",RM 700.00,Middle Room,301,Views,NEW Condo Room Queen Room at Astetica Seri Kembangan,17
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Private Bathroom, 24 hours security, Swimming Pools",Malaysia,⭐️ibilikPreferred ZERO DEPO ONLY FOR MASTER BEDROOM,RM 990.00,Studio,140,Views,ibilikPreferred ZERO DEPO ONLY FOR MASTER BEDROOM,7
"Air-Conditioning, Wifi / Internet Access, TV, Private Bathroom, Near KTM, 24 hours security, Gymnasium Facility",Selangor,"Master Room at Astetica Residences, Seri Kembangan",RM 900.00,Master Room,44,Views,Master Room at Astetica Residences Seri Kembangan,7
"Air-Conditioning, Wifi / Internet Access, Near LRT, Near Bus stop",Malaysia,"Low Deposit 🌈 Single Room at Sungai Besi, Kuala Lumpur walking distance sungai besi LRT station",RM 400.00,Single Room,719,Views,Low Deposit  Single Room at Sungai Besi Kuala Lumpur walking distance sungai besi LRT station,4
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Near Bus stop, 24 hours security, Swimming Pools, Gymnasium Facility, Multi-purpose hall, Playground, Covered car park",Selangor,NEW CONDO 🟠 Middle Room at Union Suites Bandar Sunway,"RM 1,000.00",Middle Room,457,Views,NEW CONDO  Middle Room at Union Suites Bandar Sunway,10
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Near LRT, Near Train, 24 hours security, Swimming Pools, Gymnasium Facility, Playground, Mini Market",Selangor,💥💥 HOT UNIT 💥💥 NEARBY SUNWAY PYRAMID \ MCD \ BRT \ VILLAGE GROCER,"RM 1,000.00",Single Room,576,Views, HOT UNIT  NEARBY SUNWAY PYRAMID  MCD  BRT  VILLAGE GROCER,11
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Near MRT, Near Bus stop, Swimming Pools",Petaling Jaya,"Middle Room at Palm Spring, Kota Damansara",RM 680.00,Middle Room,99,Views,Middle Room at Palm Spring Kota Damansara,6
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, 24 hours security, Swimming Pools, Gymnasium Facility, Multi-purpose hall, Playground, Surau, Mini Market",Kuala Lumpur,IBILIK PREFERRED | ZERO DEPOSIT!!! FULLY FURNISHED ROOM AT RIVERVILLE CONDO,RM 790.00,Single Room,101,Views,IBILIK PREFERRED  ZERO DEPOSIT FULLY FURNISHED ROOM AT RIVERVILLE CONDO,12
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, Near Bus stop, Swimming Pools, Gymnasium Facility, Multi-purpose hall, Playground, Surau, Mini Market",Selangor,IBILIK PREFERRED | ZERO DEPOSIT FEMALE ROOM @ SURIAMAS,RM 580.00,Single Room,110,Views,IBILIK PREFERRED  ZERO DEPOSIT FEMALE ROOM  SURIAMAS,12
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Share Bathroom, Swimming Pools, Gymnasium Facility, Playground, Covered car park",Selangor,"LOW Deposit 🌈 Middle Room at i-Residence, Shah Alam",RM 950.00,Middle Room,476,Views,LOW Deposit  Middle Room at iResidence Shah Alam,8
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Share Bathroom, Near LRT, Near Bus stop, Mini Market",Petaling Jaya,"Zero Deposit 🔰 Middle Room at D'Aman Crimson, Ara Damansara",RM 420.00,Middle Room,397,Views,Zero Deposit  Middle Room at DAman Crimson Ara Damansara,7
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, Near LRT, Near Train, Near Bus stop, 24 hours security, Gymnasium Facility, OKU Friendly, Multi-purpose hall, Playground, Surau, Mini Market",Malaysia,"Fully Furnished Medium Room for Rent in Danau Kota, Setapak",RM 650.00,Middle Room,2,Views,Fully Furnished Medium Room for Rent in Danau Kota Setapak,15
"Washing Machine, Cooking Allowed, Share Bathroom, 24 hours security",Selangor,Female Private Single Room For Rent at Setia Alam Near Top Glove,RM 450.00,Single Room,1,Views,Female Private Single Room For Rent at Setia Alam Near Top Glove,4
"Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, Near KTM / LRT, Near LRT / MRT, Near Bus stop, Covered car park, Mini Market",Malaysia,"Middle Room at Bangsar, Kuala Lumpur",RM 530.00,Middle Room,209,Views,Middle Room at Bangsar Kuala Lumpur,9
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, TV, Share Bathroom, Near KTM, Near LRT, Near Train, Near Bus stop, 24 hours security, Swimming Pools, Gymnasium Facility, Multi-purpose hall, Covered car park, Mini Market",Petaling Jaya,"Middle Room at SuriaMas, Bandar Sunway",RM 650.00,Middle Room,1,Views,Middle Room at SuriaMas Bandar Sunway,16
"Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, Private Bathroom, Near MRT, Near Bus stop, 24 hours security, Swimming Pools, Gymnasium Facility, OKU Friendly, Playground, Surau, Mini Market",Petaling Jaya,"Middle Room at Pelangi Damansara Condo, Bandar Utama(nearby MRT/THE CURVE)",RM 550.00,Middle Room,1,Views,Middle Room at Pelangi Damansara Condo Bandar Utamanearby MRTTHE CURVE,14
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, TV, Share Bathroom, Near KTM / LRT, Near LRT / MRT, Near LRT, Near Train, Near Bus stop, 24 hours security, Swimming Pools, Gymnasium Facility, OKU Friendly, Playground, Covered car park, Mini Market",Kuala Lumpur,FULL FURNISHED Middle Room at OUG Parklane (including WiFi),RM 650.00,Middle Room,22,Views,FULL FURNISHED Middle Room at OUG Parklane including WiFi,18
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, Near MRT, Near Bus stop, 24 hours security, Swimming Pools, Mini Market",Selangor,Kayangan Apartment Room For Rent @  PJS 10/24,RM 400.00,Middle Room,2,Views,Kayangan Apartment Room For Rent   PJS 1024,10
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, Near MRT, Near Bus stop, 24 hours security, Swimming Pools, Gymnasium Facility, OKU Friendly, Multi-purpose hall, Playground, Covered car park, Surau, Mini Market",Malaysia,Single Room For Rent In Pelangi Utama Block E Bandar Utama Petaling Jaya,RM 570.00,Single Room,297,Views,Single Room For Rent In Pelangi Utama Block E Bandar Utama Petaling Jaya,16
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, TV, Share Bathroom, Near KTM / LRT, Near LRT / MRT, Near LRT, Near Bus stop, 24 hours security, Swimming Pools, Gymnasium Facility, OKU Friendly, Multi-purpose hall, Playground, Covered car park, Surau, Mini Market",Selangor,Queen Bed Room Pacific Place at Petaling Jaya 3 min walk 2 LRT Station,RM 750.00,Middle Room,1,Views,Queen Bed Room Pacific Place at Petaling Jaya 3 min walk 2 LRT Station,19
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, Covered car park, Surau, Mini Market",Selangor,Single Room For Rent at Bandar Utama Petaling Jaya,RM 420.00,Middle Room,248,Views,Single Room For Rent at Bandar Utama Petaling Jaya,8
"Air-Conditioning, Washing Machine, Cooking Allowed, Private Bathroom, Near LRT / MRT, Near Bus stop, 24 hours security, Swimming Pools, Gymnasium Facility, Playground, Covered car park, Surau, Mini Market",Kuala Lumpur,"Master Room at The Vistana Residences, Titiwangsa",RM 900.00,Master Room,1,Views,Master Room at The Vistana Residences Titiwangsa,13
"Cooking Allowed, TV, Share Bathroom, Near KTM / LRT, Near Bus stop, Playground, Surau, Mini Market",Kuala Lumpur,"Single Room at Bangsar South, Pantai",RM 350.00,Single Room,19,Views,Single Room at Bangsar South Pantai,8
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Near LRT / MRT, Near LRT, Near Bus stop, 24 hours security, Swimming Pools, Gymnasium Facility, OKU Friendly, Multi-purpose hall, Playground, Covered car park, Surau, Mini Market",Kuala Lumpur,🎉BEST ROOM IN TOWN!🎊PREMIUM QUEEN ROOM! WORK FROM HOME FRIENDLY!🚝DIRECT LINK BRIDGE TO LRT😱,RM 900.00,Middle Room,2,Views,BEST ROOM IN TOWNPREMIUM QUEEN ROOM WORK FROM HOME FRIENDLYDIRECT LINK BRIDGE TO LRT,16
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, Near MRT, Near Bus stop, 24 hours security, Swimming Pools, Gymnasium Facility, OKU Friendly, Multi-purpose hall, Playground, Covered car park, Surau, Mini Market",Petaling Jaya,Female Room - Medium Room With WIndows Casa Residenza Kota Damansara,RM 720.00,Middle Room,58,Views,Female Room  Medium Room With WIndows Casa Residenza Kota Damansara,16
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, Private Bathroom, Near LRT / MRT, Near LRT, 24 hours security, Swimming Pools, Gymnasium Facility, Covered car park, Mini Market",Petaling Jaya,Room for Rent,RM 600.00,Middle Room,1,Views,Room for Rent,13
